Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20147641,Sem_8,80,88,96,100,,,100,92.8,464,IDEPT7783,CE,A
SID20145831,Sem_8,96,81,89,70,98,97,96,89.57142857,627,IDEPT3062,CE,A
SID20167593,Sem_7,69,96,98,97,85,82,92,88.42857143,619,IDEPT3062,CE,A
SID20171525,Sem_8,89,98,85,95,84,92,76,88.42857143,619,IDEPT1378,CE,A
SID20172281,Sem_7,99,,67,98,96,85,85,88.33333333,530,IDEPT7005,CE,A
SID20167134,Sem_8,100,92,85,90,90,100,53,87.14285714,610,IDEPT1533,CE,A
SID20185950,Sem_7,48,99,100,85,100,97,81,87.14285714,610,IDEPT7005,CE,A
SID20151557,Sem_8,100,96,88,74,97,,63,86.33333333,518,IDEPT3062,CE,A
SID20138440,Sem_7,93,87,95,77,62,98,92,86.28571429,604,IDEPT1533,CE,A
SID20166963,Sem_7,91,97,,,,65,92,86.25,345,IDEPT1142,CE,A
SID20147273,Sem_8,89,93,98,91,78,70,84,86.14285714,603,IDEPT3062,CE,A
SID20176540,Sem_8,88,99,70,87,82,81,95,86,602,IDEPT1533,CE,A
SID20168835,Sem_7,90,93,98,83,73,71,92,85.71428571,600,IDEPT5408,CE,A
SID20144148,Sem_8,89,80,94,89,99,67,81,85.57142857,599,IDEPT1378,CE,A
SID20154737,Sem_7,81,96,91,90,75,73,93,85.57142857,599,IDEPT3778,CE,A
SID20185127,Sem_8,80,98,85,95,64,77,100,85.57142857,599,IDEPT3778,CE,A
SID20138509,Sem_7,61,95,95,93,74,91,89,85.42857143,598,IDEPT7783,CE,A
SID20139608,Sem_8,95,56,,85,99,99,78,85.33333333,512,IDEPT1825,CE,A
SID20145318,Sem_7,94,77,76,76,88,97,89,85.28571429,597,IDEPT1142,CE,A
SID20171190,Sem_7,97,99,97,49,89,78,87,85.14285714,596,IDEPT3062,CE,A
SID20152256,Sem_8,,68,98,78,86,100,80,85,510,IDEPT3778,CE,A
SID20131582,Sem_8,93,97,,84,75,90,70,84.83333333,509,IDEPT7783,CE,A
SID20133226,Sem_8,93,89,81,60,95,85,90,84.71428571,593,IDEPT1378,CE,A
