Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20148562,Sem_6,82.0,89.0,86.0,81.0,96.0,99.0,89.0,88.85714286,622,IDEPT2054,Aerospace Engineering,A
SID20173147,Sem_6,96.0,85.0,99.0,78.0,86.0,93.0,75.0,87.42857143,612,IDEPT4132,Aerospace Engineering,A
SID20163387,Sem_6,71.0,97.0,100.0,91.0,91.0,99.0,61.0,87.14285714,610,IDEPT5881,Aerospace Engineering,A
SID20164957,Sem_6,,93.0,86.0,,70.0,97.0,87.0,86.6,433,IDEPT2054,Aerospace Engineering,A
SID20158507,Sem_6,79.0,67.0,96.0,93.0,94.0,95.0,82.0,86.57142857,606,IDEPT3115,Aerospace Engineering,A
SID20137021,Sem_6,100.0,84.0,56.0,92.0,94.0,90.0,89.0,86.42857143,605,IDEPT4938,Aerospace Engineering,A
SID20188802,Sem_6,77.0,91.0,96.0,100.0,68.0,75.0,94.0,85.85714286,601,IDEPT1423,Aerospace Engineering,A
SID20162967,Sem_6,91.0,98.0,74.0,97.0,75.0,71.0,92.0,85.42857143,598,IDEPT4670,Aerospace Engineering,A
SID20145225,Sem_6,90.0,90.0,82.0,94.0,100.0,84.0,58.0,85.42857143,598,IDEPT4670,Aerospace Engineering,A
SID20137984,Sem_6,95.0,79.0,84.0,97.0,100.0,92.0,51.0,85.42857143,598,IDEPT3115,Aerospace Engineering,A
SID20156764,Sem_6,93.0,88.0,93.0,92.0,84.0,61.0,86.0,85.28571429,597,IDEPT4132,Aerospace Engineering,A
SID20149468,Sem_6,93.0,99.0,98.0,43.0,76.0,93.0,94.0,85.14285714,596,IDEPT3115,Aerospace Engineering,A
SID20167688,Sem_6,69.0,80.0,92.0,84.0,89.0,86.0,95.0,85.0,595,IDEPT2054,Aerospace Engineering,A
SID20177096,Sem_6,67.0,94.0,89.0,67.0,85.0,95.0,97.0,84.85714286,594,IDEPT1537,Aerospace Engineering,A
SID20158712,Sem_6,91.0,87.0,100.0,87.0,89.0,46.0,94.0,84.85714286,594,IDEPT1537,Aerospace Engineering,A
