Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20147641,Sem_8,80.0,88.0,96.0,100.0,,,100.0,92.8,464,IDEPT7783,CE,A
SID20145831,Sem_8,96.0,81.0,89.0,70.0,98.0,97.0,96.0,89.57142857,627,IDEPT3062,CE,A
SID20171525,Sem_8,89.0,98.0,85.0,95.0,84.0,92.0,76.0,88.42857143,619,IDEPT1378,CE,A
SID20167134,Sem_8,100.0,92.0,85.0,90.0,90.0,100.0,53.0,87.14285714,610,IDEPT1533,CE,A
SID20151557,Sem_8,100.0,96.0,88.0,74.0,97.0,,63.0,86.33333333,518,IDEPT3062,CE,A
SID20147273,Sem_8,89.0,93.0,98.0,91.0,78.0,70.0,84.0,86.14285714,603,IDEPT3062,CE,A
SID20176540,Sem_8,88.0,99.0,70.0,87.0,82.0,81.0,95.0,86.0,602,IDEPT1533,CE,A
SID20144148,Sem_8,89.0,80.0,94.0,89.0,99.0,67.0,81.0,85.57142857,599,IDEPT1378,CE,A
SID20185127,Sem_8,80.0,98.0,85.0,95.0,64.0,77.0,100.0,85.57142857,599,IDEPT3778,CE,A
SID20139608,Sem_8,95.0,56.0,,85.0,99.0,99.0,78.0,85.33333333,512,IDEPT1825,CE,A
SID20152256,Sem_8,,68.0,98.0,78.0,86.0,100.0,80.0,85.0,510,IDEPT3778,CE,A
SID20131582,Sem_8,93.0,97.0,,84.0,75.0,90.0,70.0,84.83333333,509,IDEPT7783,CE,A
SID20133226,Sem_8,93.0,89.0,81.0,60.0,95.0,85.0,90.0,84.71428571,593,IDEPT1378,CE,A
SID20173880,Sem_8,73.0,70.0,61.0,99.0,97.0,92.0,100.0,84.57142857,592,IDEPT3778,CE,A
SID20154428,Sem_8,85.0,86.0,98.0,69.0,90.0,94.0,69.0,84.42857143,591,IDEPT1378,CE,A
SID20174582,Sem_8,76.0,99.0,97.0,58.0,92.0,99.0,67.0,84.0,588,IDEPT2425,CE,A
SID20163494,Sem_8,66.0,59.0,89.0,96.0,100.0,79.0,98.0,83.85714286,587,IDEPT8313,CE,A
