Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20139360,Sem_4,88.0,93.0,94.0,99.0,77.0,97.0,88.0,90.85714286,636,IDEPT1096,ESE,A
SID20165949,Sem_4,96.0,96.0,85.0,94.0,80.0,89.0,88.0,89.71428571,628,IDEPT1615,ESE,A
SID20174191,Sem_4,94.0,80.0,90.0,88.0,86.0,84.0,96.0,88.28571429,618,IDEPT1615,ESE,A
SID20183647,Sem_4,96.0,49.0,95.0,89.0,95.0,95.0,93.0,87.42857143,612,IDEPT4055,ESE,A
SID20152360,Sem_4,97.0,84.0,99.0,80.0,84.0,90.0,72.0,86.57142857,606,IDEPT8825,ESE,A
SID20183685,Sem_4,62.0,98.0,99.0,82.0,74.0,96.0,92.0,86.14285714,603,IDEPT1615,ESE,A
SID20136006,Sem_4,85.0,72.0,100.0,99.0,85.0,97.0,62.0,85.71428571,600,IDEPT7626,ESE,A
SID20185540,Sem_4,89.0,73.0,87.0,82.0,99.0,86.0,83.0,85.57142857,599,IDEPT4055,ESE,A
SID20187721,Sem_4,100.0,99.0,86.0,61.0,81.0,71.0,99.0,85.28571429,597,IDEPT6347,ESE,A
SID20165333,Sem_4,81.0,,96.0,92.0,88.0,98.0,56.0,85.16666667,511,IDEPT4055,ESE,A
SID20152606,Sem_4,99.0,87.0,97.0,99.0,70.0,85.0,59.0,85.14285714,596,IDEPT5109,ESE,A
SID20186613,Sem_4,86.0,93.0,64.0,100.0,100.0,80.0,72.0,85.0,595,IDEPT8825,ESE,A
SID20147762,Sem_4,78.0,89.0,98.0,98.0,100.0,51.0,80.0,84.85714286,594,IDEPT1096,ESE,A
SID20169023,Sem_4,94.0,71.0,63.0,80.0,96.0,89.0,100.0,84.71428571,593,IDEPT8825,ESE,A
SID20181646,Sem_4,100.0,91.0,95.0,89.0,69.0,54.0,95.0,84.71428571,593,IDEPT5564,ESE,A
SID20182135,Sem_4,90.0,84.0,100.0,87.0,90.0,,54.0,84.16666667,505,IDEPT1615,ESE,A
SID20155073,Sem_4,71.0,99.0,85.0,97.0,77.0,96.0,63.0,84.0,588,IDEPT4308,ESE,A
SID20176652,Sem_4,92.0,99.0,100.0,64.0,78.0,79.0,76.0,84.0,588,IDEPT7626,ESE,A
SID20134484,Sem_4,87.0,93.0,77.0,74.0,95.0,99.0,63.0,84.0,588,IDEPT1677,ESE,A
SID20139691,Sem_4,54.0,94.0,97.0,85.0,100.0,61.0,96.0,83.85714286,587,IDEPT1677,ESE,A
SID20156242,Sem_4,100.0,57.0,94.0,98.0,92.0,54.0,92.0,83.85714286,587,IDEPT7626,ESE,A
SID20175603,Sem_4,84.0,99.0,98.0,71.0,69.0,78.0,86.0,83.57142857,585,IDEPT4055,ESE,A
SID20161666,Sem_4,94.0,93.0,92.0,53.0,84.0,,,83.2,416,IDEPT4308,ESE,A
SID20161666,Sem_4,94.0,93.0,92.0,53.0,84.0,,,83.2,416,IDEPT4308,ESE,A
SID20158224,Sem_4,74.0,87.0,67.0,98.0,67.0,94.0,94.0,83.0,581,IDEPT7626,ESE,A
SID20139297,Sem_4,77.0,74.0,98.0,91.0,71.0,,87.0,83.0,498,IDEPT6347,ESE,A
