Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20146071,Sem_2,100.0,85.0,99.0,60.0,76.0,88.0,78.0,83.71428571,586,IDEPT1367,EE ,A
SID20149730,Sem_2,100.0,55.0,,100.0,71.0,,92.0,83.6,418,IDEPT1367,EE ,A
SID20168911,Sem_2,91.0,89.0,59.0,62.0,96.0,98.0,87.0,83.14285714,582,IDEPT1367,EE ,A
SID20143461,Sem_2,76.0,84.0,84.0,,82.0,85.0,84.0,82.5,495,IDEPT1367,EE ,A
SID20186471,Sem_2,99.0,50.0,97.0,96.0,75.0,91.0,68.0,82.28571429,576,IDEPT1367,EE ,A
SID20169207,Sem_2,94.0,85.0,,85.0,52.0,91.0,86.0,82.16666667,493,IDEPT1388,EE ,A
SID20153228,Sem_2,88.0,79.0,82.0,66.0,71.0,90.0,99.0,82.14285714,575,IDEPT1367,EE ,A
SID20169543,Sem_2,73.0,100.0,72.0,92.0,94.0,77.0,66.0,82.0,574,IDEPT1367,EE ,A
SID20133872,Sem_2,78.0,91.0,66.0,99.0,84.0,72.0,81.0,81.57142857,571,IDEPT1367,EE ,A
SID20162433,Sem_2,80.0,65.0,79.0,,86.0,93.0,86.0,81.5,489,IDEPT1388,EE ,A
SID20185788,Sem_2,40.0,75.0,98.0,85.0,95.0,94.0,80.0,81.0,567,IDEPT1367,EE ,A
SID20173232,Sem_2,72.0,81.0,85.0,89.0,58.0,89.0,90.0,80.57142857,564,IDEPT1388,EE ,A
SID20163541,Sem_2,66.0,77.0,96.0,92.0,65.0,73.0,91.0,80.0,560,IDEPT1367,EE ,A
SID20181842,Sem_2,91.0,92.0,81.0,63.0,46.0,87.0,97.0,79.57142857,557,IDEPT1388,EE ,A
SID20187368,Sem_2,85.0,46.0,99.0,96.0,100.0,56.0,74.0,79.42857143,556,IDEPT1388,EE ,A
SID20168127,Sem_2,99.0,96.0,99.0,48.0,97.0,74.0,42.0,79.28571429,555,IDEPT1367,EE ,A
SID20178706,Sem_2,94.0,62.0,87.0,92.0,80.0,87.0,52.0,79.14285714,554,IDEPT1388,EE ,A
SID20166177,Sem_2,76.0,66.0,63.0,89.0,74.0,93.0,93.0,79.14285714,554,IDEPT1388,EE ,A
SID20145711,Sem_2,53.0,65.0,85.0,92.0,89.0,83.0,86.0,79.0,553,IDEPT1388,EE ,A
SID20138952,Sem_2,97.0,60.0,84.0,95.0,79.0,74.0,58.0,78.14285714,547,IDEPT1388,EE ,A
SID20184817,Sem_2,90.0,82.0,98.0,86.0,87.0,62.0,40.0,77.85714286,545,IDEPT1388,EE ,A
SID20155833,Sem_2,90.0,41.0,82.0,83.0,75.0,73.0,98.0,77.42857143,542,IDEPT1367,EE ,A
SID20144361,Sem_2,99.0,44.0,99.0,65.0,98.0,66.0,70.0,77.28571429,541,IDEPT1388,EE ,A
SID20166006,Sem_2,91.0,98.0,72.0,59.0,67.0,90.0,62.0,77.0,539,IDEPT1367,EE ,A
SID20173629,Sem_2,98.0,98.0,74.0,46.0,42.0,94.0,87.0,77.0,539,IDEPT1367,EE ,A
SID20187906,Sem_2,93.0,76.0,81.0,72.0,100.0,48.0,68.0,76.85714286,538,IDEPT1367,EE ,A
SID20187217,Sem_2,50.0,69.0,79.0,90.0,84.0,86.0,79.0,76.71428571,537,IDEPT1367,EE ,A
SID20172680,Sem_2,73.0,52.0,69.0,75.0,91.0,99.0,77.0,76.57142857,536,IDEPT1367,EE ,A
SID20137438,Sem_2,95.0,76.0,61.0,44.0,80.0,100.0,80.0,76.57142857,536,IDEPT1367,EE ,A
SID20186870,Sem_2,80.0,64.0,72.0,57.0,99.0,94.0,66.0,76.0,532,IDEPT1367,EE ,A
SID20137467,Sem_2,84.0,100.0,56.0,62.0,95.0,48.0,87.0,76.0,532,IDEPT1367,EE ,A
SID20172101,Sem_2,70.0,,52.0,89.0,91.0,74.0,79.0,75.83333333,455,IDEPT1388,EE ,A
SID20153272,Sem_2,74.0,86.0,77.0,79.0,90.0,54.0,69.0,75.57142857,529,IDEPT1367,EE ,A
SID20182024,Sem_2,92.0,47.0,54.0,98.0,50.0,96.0,91.0,75.42857143,528,IDEPT1388,EE ,A
SID20134923,Sem_2,96.0,73.0,85.0,82.0,63.0,70.0,58.0,75.28571429,527,IDEPT1388,EE ,A
SID20155429,Sem_2,83.0,51.0,93.0,90.0,65.0,66.0,79.0,75.28571429,527,IDEPT1388,EE ,A
SID20176146,Sem_2,65.0,85.0,80.0,68.0,92.0,50.0,85.0,75.0,525,IDEPT1367,EE ,A
SID20181179,Sem_2,96.0,72.0,74.0,79.0,69.0,92.0,40.0,74.57142857,522,IDEPT1367,EE ,A
SID20157467,Sem_2,80.0,82.0,69.0,57.0,99.0,79.0,56.0,74.57142857,522,IDEPT1388,EE ,A
SID20169404,Sem_2,91.0,61.0,76.0,86.0,85.0,68.0,54.0,74.42857143,521,IDEPT1388,EE ,A
SID20178866,Sem_2,76.0,40.0,100.0,78.0,48.0,85.0,94.0,74.42857143,521,IDEPT1388,EE ,A
SID20152994,Sem_2,100.0,48.0,51.0,81.0,92.0,75.0,72.0,74.14285714,519,IDEPT1367,EE ,A
SID20182788,Sem_2,,74.0,43.0,57.0,100.0,75.0,95.0,74.0,444,IDEPT1388,EE ,A
SID20169503,Sem_2,99.0,56.0,83.0,92.0,70.0,42.0,75.0,73.85714286,517,IDEPT1367,EE ,A
