Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20155315,Sem_2,92.0,100.0,89.0,,94.0,97.0,95.0,94.5,567,IDEPT1096,CSE,A
SID20151698,Sem_2,81.0,97.0,98.0,85.0,89.0,83.0,97.0,90.0,630,IDEPT5109,CSE,A
SID20162122,Sem_2,99.0,85.0,83.0,98.0,69.0,97.0,94.0,89.28571429,625,IDEPT1096,CSE,A
SID20149680,Sem_2,83.0,89.0,93.0,90.0,98.0,68.0,95.0,88.0,616,IDEPT1677,CSE,A
SID20145288,Sem_2,89.0,100.0,87.0,91.0,82.0,70.0,95.0,87.71428571,614,IDEPT1096,CSE,A
SID20139106,Sem_2,96.0,77.0,89.0,86.0,97.0,69.0,100.0,87.71428571,614,IDEPT6347,CSE,A
SID20139695,Sem_2,75.0,74.0,83.0,95.0,100.0,94.0,80.0,85.85714286,601,IDEPT8825,CSE,A
SID20159074,Sem_2,99.0,84.0,87.0,73.0,95.0,83.0,80.0,85.85714286,601,IDEPT4308,CSE,A
SID20142948,Sem_2,89.0,89.0,68.0,80.0,98.0,83.0,92.0,85.57142857,599,IDEPT1677,CSE,A
SID20131506,Sem_2,81.0,85.0,83.0,81.0,93.0,99.0,76.0,85.42857143,598,IDEPT7626,CSE,A
SID20187309,Sem_2,92.0,82.0,57.0,94.0,86.0,90.0,96.0,85.28571429,597,IDEPT1677,CSE,A
SID20183798,Sem_2,100.0,59.0,99.0,71.0,94.0,89.0,84.0,85.14285714,596,IDEPT1615,CSE,A
SID20172011,Sem_2,78.0,76.0,100.0,85.0,79.0,80.0,96.0,84.85714286,594,IDEPT8825,CSE,A
SID20187574,Sem_2,80.0,77.0,59.0,98.0,88.0,100.0,92.0,84.85714286,594,IDEPT7626,CSE,A
SID20166269,Sem_2,45.0,94.0,82.0,93.0,92.0,92.0,96.0,84.85714286,594,IDEPT8825,CSE,A
SID20161812,Sem_2,99.0,50.0,69.0,,94.0,96.0,100.0,84.66666667,508,IDEPT6347,CSE,A
SID20137027,Sem_2,66.0,95.0,75.0,81.0,98.0,,92.0,84.5,507,IDEPT8825,CSE,A
SID20142793,Sem_2,68.0,100.0,95.0,93.0,96.0,82.0,57.0,84.42857143,591,IDEPT5109,CSE,A
SID20144115,Sem_2,80.0,94.0,89.0,91.0,79.0,,73.0,84.33333333,506,IDEPT1836,CSE,A
SID20137236,Sem_2,99.0,59.0,93.0,68.0,98.0,83.0,90.0,84.28571429,590,IDEPT1677,CSE,A
