Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20153877,Sem_5,93.0,80.0,99.0,96.0,78.0,74.0,100.0,88.57142857,620,IDEPT8598,ME ,A
SID20156733,Sem_5,89.0,98.0,72.0,75.0,100.0,82.0,100.0,88.0,616,IDEPT8473,ME ,A
SID20165263,Sem_5,81.0,62.0,100.0,88.0,86.0,100.0,99.0,88.0,616,IDEPT8473,ME ,A
SID20144878,Sem_5,76.0,97.0,95.0,73.0,98.0,88.0,86.0,87.57142857,613,IDEPT3868,ME ,A
SID20144608,Sem_5,96.0,91.0,76.0,78.0,77.0,,100.0,86.33333333,518,IDEPT2601,ME ,A
SID20155194,Sem_5,85.0,93.0,89.0,85.0,73.0,98.0,79.0,86.0,602,IDEPT8473,ME ,A
SID20132217,Sem_5,82.0,82.0,91.0,87.0,,83.0,89.0,85.66666667,514,IDEPT8473,ME ,A
SID20164268,Sem_5,95.0,100.0,100.0,91.0,71.0,66.0,69.0,84.57142857,592,IDEPT8598,ME ,A
SID20168453,Sem_5,72.0,100.0,98.0,65.0,66.0,94.0,96.0,84.42857143,591,IDEPT3868,ME ,A
SID20181256,Sem_5,87.0,80.0,61.0,74.0,93.0,100.0,96.0,84.42857143,591,IDEPT8598,ME ,A
SID20141546,Sem_5,81.0,79.0,95.0,96.0,100.0,81.0,56.0,84.0,588,IDEPT8473,ME ,A
SID20189404,Sem_5,94.0,66.0,95.0,95.0,95.0,88.0,49.0,83.14285714,582,IDEPT2601,ME ,A
SID20134143,Sem_5,86.0,91.0,76.0,88.0,53.0,91.0,96.0,83.0,581,IDEPT3868,ME ,A
SID20149131,Sem_5,63.0,61.0,99.0,78.0,96.0,86.0,96.0,82.71428571,579,IDEPT3868,ME ,A
SID20137002,Sem_5,86.0,94.0,85.0,99.0,41.0,97.0,75.0,82.42857143,577,IDEPT3868,ME ,A
SID20139839,Sem_5,56.0,93.0,82.0,100.0,69.0,87.0,89.0,82.28571429,576,IDEPT3868,ME ,A
SID20151386,Sem_5,100.0,93.0,90.0,46.0,78.0,98.0,70.0,82.14285714,575,IDEPT8598,ME ,A
SID20136814,Sem_5,97.0,62.0,84.0,67.0,93.0,74.0,98.0,82.14285714,575,IDEPT8473,ME ,A
SID20144302,Sem_5,69.0,92.0,57.0,93.0,95.0,94.0,73.0,81.85714286,573,IDEPT8473,ME ,A
SID20171878,Sem_5,96.0,75.0,83.0,50.0,93.0,83.0,93.0,81.85714286,573,IDEPT8473,ME ,A
SID20181263,Sem_5,69.0,90.0,95.0,66.0,75.0,88.0,89.0,81.71428571,572,IDEPT2601,ME ,A
SID20178475,Sem_5,94.0,78.0,87.0,79.0,70.0,81.0,,81.5,489,IDEPT8598,ME ,A
SID20188686,Sem_5,78.0,84.0,81.0,50.0,99.0,92.0,85.0,81.28571429,569,IDEPT3868,ME ,A
SID20171230,Sem_5,64.0,,84.0,94.0,75.0,92.0,78.0,81.16666667,487,IDEPT8598,ME ,A
SID20132356,Sem_5,64.0,99.0,96.0,79.0,85.0,46.0,99.0,81.14285714,568,IDEPT3868,ME ,A
SID20175559,Sem_5,87.0,64.0,96.0,81.0,58.0,90.0,92.0,81.14285714,568,IDEPT3868,ME ,A
SID20167870,Sem_5,64.0,76.0,94.0,100.0,84.0,50.0,99.0,81.0,567,IDEPT8598,ME ,A
SID20167255,Sem_5,91.0,75.0,96.0,92.0,87.0,,44.0,80.83333333,485,IDEPT8598,ME ,A
SID20133658,Sem_5,42.0,90.0,98.0,74.0,65.0,99.0,96.0,80.57142857,564,IDEPT8473,ME ,A
SID20156776,Sem_5,80.0,72.0,71.0,50.0,100.0,92.0,99.0,80.57142857,564,IDEPT2601,ME ,A
SID20155216,Sem_5,98.0,85.0,93.0,58.0,98.0,,51.0,80.5,483,IDEPT2601,ME ,A
SID20145386,Sem_5,54.0,94.0,79.0,88.0,92.0,80.0,76.0,80.42857143,563,IDEPT8598,ME ,A
SID20183997,Sem_5,80.0,61.0,90.0,94.0,60.0,80.0,96.0,80.14285714,561,IDEPT8598,ME ,A
SID20183160,Sem_5,83.0,100.0,62.0,67.0,67.0,79.0,99.0,79.57142857,557,IDEPT8473,ME ,A
SID20153161,Sem_5,73.0,94.0,60.0,94.0,96.0,43.0,97.0,79.57142857,557,IDEPT2601,ME ,A
SID20138788,Sem_5,62.0,83.0,91.0,79.0,64.0,92.0,85.0,79.42857143,556,IDEPT8473,ME ,A
SID20157195,Sem_5,84.0,99.0,79.0,57.0,63.0,83.0,90.0,79.28571429,555,IDEPT3868,ME ,A
SID20135072,Sem_5,92.0,57.0,89.0,87.0,74.0,75.0,80.0,79.14285714,554,IDEPT2601,ME ,A
SID20135919,Sem_5,84.0,67.0,54.0,92.0,75.0,96.0,86.0,79.14285714,554,IDEPT8473,ME ,A
SID20135919,Sem_5,84.0,67.0,54.0,92.0,75.0,96.0,86.0,79.14285714,554,IDEPT8473,ME ,A
SID20179830,Sem_5,87.0,87.0,41.0,96.0,99.0,51.0,92.0,79.0,553,IDEPT2601,ME ,A
SID20186847,Sem_5,89.0,91.0,65.0,42.0,91.0,93.0,82.0,79.0,553,IDEPT3868,ME ,A
SID20157492,Sem_5,85.0,87.0,100.0,94.0,59.0,45.0,83.0,79.0,553,IDEPT3868,ME ,A
SID20133807,Sem_5,97.0,68.0,66.0,79.0,92.0,92.0,56.0,78.57142857,550,IDEPT8598,ME ,A
SID20135226,Sem_5,93.0,54.0,,81.0,67.0,90.0,86.0,78.5,471,IDEPT8473,ME ,A
SID20168399,Sem_5,75.0,72.0,95.0,46.0,89.0,78.0,94.0,78.42857143,549,IDEPT8598,ME ,A
SID20176866,Sem_5,,58.0,62.0,93.0,78.0,80.0,99.0,78.33333333,470,IDEPT8598,ME ,A
SID20138292,Sem_5,52.0,96.0,94.0,51.0,90.0,86.0,79.0,78.28571429,548,IDEPT3868,ME ,A
SID20131220,Sem_5,78.0,98.0,65.0,76.0,64.0,98.0,69.0,78.28571429,548,IDEPT2601,ME ,A
SID20137928,Sem_5,80.0,91.0,94.0,55.0,90.0,57.0,81.0,78.28571429,548,IDEPT2601,ME ,A
SID20185345,Sem_5,68.0,97.0,90.0,86.0,86.0,,41.0,78.0,468,IDEPT2601,ME ,A
SID20138692,Sem_5,91.0,70.0,88.0,56.0,52.0,93.0,94.0,77.71428571,544,IDEPT8473,ME ,A
SID20167573,Sem_5,66.0,92.0,63.0,74.0,89.0,62.0,98.0,77.71428571,544,IDEPT2601,ME ,A
SID20165619,Sem_5,91.0,59.0,72.0,92.0,59.0,91.0,80.0,77.71428571,544,IDEPT8598,ME ,A
SID20163480,Sem_5,88.0,68.0,72.0,,55.0,98.0,85.0,77.66666667,466,IDEPT8598,ME ,A
SID20183147,Sem_5,90.0,98.0,61.0,67.0,82.0,50.0,95.0,77.57142857,543,IDEPT3868,ME ,A
SID20133628,Sem_5,98.0,79.0,67.0,49.0,61.0,100.0,89.0,77.57142857,543,IDEPT2601,ME ,A
SID20185475,Sem_5,94.0,48.0,95.0,98.0,75.0,89.0,44.0,77.57142857,543,IDEPT8598,ME ,A
SID20136447,Sem_5,61.0,89.0,82.0,98.0,88.0,56.0,69.0,77.57142857,543,IDEPT8598,ME ,A
SID20183635,Sem_5,86.0,59.0,77.0,75.0,91.0,56.0,95.0,77.0,539,IDEPT2601,ME ,A
SID20158673,Sem_5,90.0,69.0,41.0,100.0,86.0,68.0,84.0,76.85714286,538,IDEPT2601,ME ,A
SID20162337,Sem_5,55.0,88.0,100.0,47.0,98.0,77.0,73.0,76.85714286,538,IDEPT3868,ME ,A
SID20141591,Sem_5,99.0,57.0,49.0,60.0,90.0,88.0,94.0,76.71428571,537,IDEPT3868,ME ,A
SID20133084,Sem_5,60.0,76.0,98.0,40.0,100.0,95.0,68.0,76.71428571,537,IDEPT8473,ME ,A
SID20161608,Sem_5,86.0,92.0,50.0,72.0,100.0,68.0,68.0,76.57142857,536,IDEPT8473,ME ,A
SID20187311,Sem_5,67.0,92.0,86.0,58.0,41.0,92.0,99.0,76.42857143,535,IDEPT2601,ME ,A
SID20156025,Sem_5,92.0,79.0,51.0,49.0,84.0,88.0,91.0,76.28571429,534,IDEPT8473,ME ,A
SID20183735,Sem_5,45.0,93.0,71.0,94.0,98.0,89.0,43.0,76.14285714,533,IDEPT3868,ME ,A
SID20151170,Sem_5,51.0,84.0,65.0,67.0,95.0,81.0,90.0,76.14285714,533,IDEPT3868,ME ,A
