Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20168034,Sem_3,92.0,96.0,96.0,89.0,87.0,99.0,70.0,89.85714286,629,IDEPT3062,CE,A
SID20175166,Sem_3,96.0,81.0,96.0,100.0,96.0,95.0,60.0,89.14285714,624,IDEPT1142,CE,A
SID20138394,Sem_3,99.0,82.0,51.0,91.0,99.0,100.0,93.0,87.85714286,615,IDEPT3778,CE,A
SID20162531,Sem_3,86.0,81.0,98.0,90.0,82.0,88.0,84.0,87.0,609,IDEPT8313,CE,A
SID20165623,Sem_3,99.0,86.0,64.0,93.0,90.0,95.0,80.0,86.71428571,607,IDEPT2425,CE,A
SID20171224,Sem_3,100.0,92.0,98.0,90.0,88.0,75.0,62.0,86.42857143,605,IDEPT8313,CE,A
SID20138432,Sem_3,85.0,100.0,84.0,89.0,87.0,72.0,88.0,86.42857143,605,IDEPT2425,CE,A
SID20156056,Sem_3,97.0,97.0,99.0,86.0,59.0,,79.0,86.16666667,517,IDEPT1142,CE,A
SID20165811,Sem_3,76.0,87.0,87.0,98.0,93.0,80.0,81.0,86.0,602,IDEPT7005,CE,A
SID20134829,Sem_3,100.0,77.0,88.0,91.0,63.0,83.0,100.0,86.0,602,IDEPT8379,CE,A
SID20163655,Sem_3,90.0,92.0,95.0,95.0,89.0,47.0,92.0,85.71428571,600,IDEPT8379,CE,A
SID20158556,Sem_3,94.0,89.0,95.0,56.0,88.0,94.0,84.0,85.71428571,600,IDEPT3778,CE,A
SID20143347,Sem_3,93.0,100.0,64.0,100.0,74.0,80.0,86.0,85.28571429,597,IDEPT1142,CE,A
SID20163525,Sem_3,98.0,99.0,82.0,77.0,100.0,47.0,91.0,84.85714286,594,IDEPT8379,CE,A
SID20147809,Sem_3,78.0,97.0,95.0,94.0,59.0,74.0,97.0,84.85714286,594,IDEPT2425,CE,A
SID20141979,Sem_3,92.0,84.0,95.0,89.0,92.0,92.0,49.0,84.71428571,593,IDEPT2425,CE,A
SID20163227,Sem_3,100.0,91.0,95.0,78.0,84.0,92.0,51.0,84.42857143,591,IDEPT5408,CE,A
SID20175601,Sem_3,90.0,67.0,60.0,79.0,97.0,98.0,98.0,84.14285714,589,IDEPT3062,CE,A
SID20168039,Sem_3,68.0,98.0,59.0,89.0,94.0,95.0,86.0,84.14285714,589,IDEPT3062,CE,A
SID20163182,Sem_3,94.0,93.0,49.0,86.0,86.0,94.0,86.0,84.0,588,IDEPT3062,CE,A
SID20171246,Sem_3,94.0,68.0,80.0,99.0,72.0,98.0,77.0,84.0,588,IDEPT7005,CE,A
SID20183417,Sem_3,93.0,90.0,96.0,72.0,78.0,70.0,89.0,84.0,588,IDEPT3062,CE,A
SID20184100,Sem_3,100.0,96.0,89.0,72.0,80.0,65.0,85.0,83.85714286,587,IDEPT1142,CE,A
SID20173720,Sem_3,,75.0,94.0,94.0,83.0,100.0,57.0,83.83333333,503,IDEPT5408,CE,A
SID20167134,Sem_3,97.0,82.0,80.0,96.0,76.0,86.0,69.0,83.71428571,586,IDEPT1533,CE,A
SID20162489,Sem_3,88.0,86.0,67.0,,88.0,84.0,89.0,83.66666667,502,IDEPT1142,CE,A
SID20176028,Sem_3,74.0,74.0,83.0,67.0,91.0,98.0,98.0,83.57142857,585,IDEPT7005,CE,A
SID20143752,Sem_3,65.0,100.0,82.0,74.0,89.0,90.0,,83.33333333,500,IDEPT3062,CE,A
SID20148547,Sem_3,91.0,87.0,86.0,89.0,53.0,90.0,83.0,82.71428571,579,IDEPT1378,CE,A
SID20181603,Sem_3,91.0,79.0,97.0,46.0,76.0,90.0,97.0,82.28571429,576,IDEPT7783,CE,A
SID20164182,Sem_3,94.0,87.0,50.0,86.0,97.0,90.0,72.0,82.28571429,576,IDEPT1533,CE,A
SID20175426,Sem_3,62.0,75.0,99.0,79.0,74.0,95.0,91.0,82.14285714,575,IDEPT7783,CE,A
SID20155427,Sem_3,84.0,91.0,,48.0,99.0,70.0,100.0,82.0,492,IDEPT1142,CE,A
SID20178308,Sem_3,78.0,84.0,98.0,86.0,93.0,81.0,54.0,82.0,574,IDEPT1142,CE,A
SID20153669,Sem_3,96.0,,65.0,95.0,98.0,62.0,76.0,82.0,492,IDEPT1378,CE,A
SID20133222,Sem_3,72.0,97.0,77.0,89.0,96.0,61.0,82.0,82.0,574,IDEPT2425,CE,A
SID20143064,Sem_3,89.0,100.0,97.0,90.0,71.0,43.0,83.0,81.85714286,573,IDEPT5408,CE,A
SID20186835,Sem_3,89.0,72.0,92.0,70.0,83.0,85.0,82.0,81.85714286,573,IDEPT1825,CE,A
SID20179943,Sem_3,68.0,92.0,91.0,76.0,79.0,70.0,97.0,81.85714286,573,IDEPT1533,CE,A
SID20148623,Sem_3,94.0,89.0,65.0,81.0,95.0,51.0,98.0,81.85714286,573,IDEPT5408,CE,A
SID20143860,Sem_3,58.0,93.0,78.0,79.0,,87.0,96.0,81.83333333,491,IDEPT3778,CE,A
SID20178693,Sem_3,45.0,90.0,88.0,86.0,99.0,100.0,64.0,81.71428571,572,IDEPT1533,CE,A
SID20178809,Sem_3,100.0,67.0,90.0,100.0,99.0,72.0,43.0,81.57142857,571,IDEPT3062,CE,A
SID20133314,Sem_3,,91.0,93.0,84.0,68.0,55.0,98.0,81.5,489,IDEPT1533,CE,A
SID20142798,Sem_3,56.0,73.0,86.0,65.0,98.0,97.0,95.0,81.42857143,570,IDEPT7783,CE,A
SID20154896,Sem_3,75.0,65.0,74.0,94.0,78.0,92.0,92.0,81.42857143,570,IDEPT3062,CE,A
SID20139010,Sem_3,97.0,91.0,67.0,62.0,74.0,88.0,91.0,81.42857143,570,IDEPT3778,CE,A
SID20165316,Sem_3,82.0,82.0,99.0,70.0,81.0,92.0,64.0,81.42857143,570,IDEPT7783,CE,A
SID20166754,Sem_3,76.0,99.0,92.0,98.0,81.0,46.0,77.0,81.28571429,569,IDEPT5408,CE,A
SID20139718,Sem_3,,87.0,93.0,,83.0,43.0,100.0,81.2,406,IDEPT3062,CE,A
SID20181855,Sem_3,99.0,70.0,94.0,98.0,77.0,57.0,73.0,81.14285714,568,IDEPT3062,CE,A
