Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name,Section
SID20156326,Sem_2,97.0,90.0,97.0,86.0,73.0,94.0,94.0,90.14285714,631,IDEPT4938,Aerospace Engineering,A
SID20183291,Sem_2,67.0,97.0,82.0,97.0,98.0,94.0,94.0,89.85714286,629,IDEPT1537,Aerospace Engineering,A
SID20179698,Sem_2,88.0,76.0,97.0,97.0,82.0,91.0,87.0,88.28571429,618,IDEPT2054,Aerospace Engineering,A
SID20188786,Sem_2,98.0,90.0,88.0,100.0,62.0,98.0,82.0,88.28571429,618,IDEPT1537,Aerospace Engineering,A
SID20165547,Sem_2,99.0,93.0,80.0,92.0,84.0,77.0,84.0,87.0,609,IDEPT4132,Aerospace Engineering,A
SID20134491,Sem_2,83.0,89.0,,82.0,80.0,95.0,93.0,87.0,522,IDEPT4670,Aerospace Engineering,A
SID20186100,Sem_2,85.0,94.0,96.0,75.0,81.0,91.0,85.0,86.71428571,607,IDEPT4938,Aerospace Engineering,A
SID20168784,Sem_2,,85.0,72.0,72.0,96.0,97.0,98.0,86.66666667,520,IDEPT1423,Aerospace Engineering,A
SID20167688,Sem_2,89.0,87.0,96.0,57.0,80.0,94.0,96.0,85.57142857,599,IDEPT2054,Aerospace Engineering,A
SID20164120,Sem_2,79.0,95.0,84.0,99.0,65.0,84.0,91.0,85.28571429,597,IDEPT4132,Aerospace Engineering,A
SID20152580,Sem_2,100.0,90.0,,88.0,99.0,46.0,88.0,85.16666667,511,IDEPT1537,Aerospace Engineering,A
SID20186758,Sem_2,98.0,93.0,68.0,80.0,94.0,76.0,87.0,85.14285714,596,IDEPT1423,Aerospace Engineering,A
SID20162369,Sem_2,86.0,81.0,77.0,90.0,94.0,87.0,78.0,84.71428571,593,IDEPT4670,Aerospace Engineering,A
SID20136912,Sem_2,97.0,94.0,88.0,65.0,78.0,92.0,77.0,84.42857143,591,IDEPT2357,Aerospace Engineering,A
SID20142918,Sem_2,92.0,60.0,83.0,85.0,80.0,94.0,97.0,84.42857143,591,IDEPT4670,Aerospace Engineering,A
SID20156933,Sem_2,78.0,93.0,96.0,95.0,80.0,50.0,99.0,84.42857143,591,IDEPT1423,Aerospace Engineering,A
SID20138939,Sem_2,66.0,,87.0,82.0,97.0,89.0,,84.2,421,IDEPT5528,Aerospace Engineering,A
SID20149692,Sem_2,58.0,88.0,89.0,91.0,84.0,81.0,96.0,83.85714286,587,IDEPT5881,Aerospace Engineering,A
SID20163318,Sem_2,92.0,99.0,98.0,77.0,93.0,81.0,47.0,83.85714286,587,IDEPT2054,Aerospace Engineering,A
SID20163436,Sem_2,95.0,81.0,94.0,63.0,88.0,81.0,83.0,83.57142857,585,IDEPT2357,Aerospace Engineering,A
SID20147597,Sem_2,100.0,56.0,90.0,86.0,97.0,84.0,71.0,83.42857143,584,IDEPT4670,Aerospace Engineering,A
SID20144263,Sem_2,91.0,86.0,75.0,81.0,84.0,80.0,86.0,83.28571429,583,IDEPT5881,Aerospace Engineering,A
SID20136021,Sem_2,100.0,91.0,91.0,63.0,47.0,97.0,90.0,82.71428571,579,IDEPT1537,Aerospace Engineering,A
SID20132626,Sem_2,86.0,90.0,,56.0,84.0,83.0,97.0,82.66666667,496,IDEPT2054,Aerospace Engineering,A
